sp003-000001_RV_03	राज्ञी सुदक्षिणा गर्भमाधत्त इत्युक्तम्
sp003-005046_RV_16	लोमादित्वात् शप्प्रत्ययः
sp003-005047_RV_16	गिरौ शेते इति विग्रहे तु गिरौ शेतेर्डः इत्यस्य छन्दसि विधानात् लोके प्रयोगानुपपत्तिः स्यात्
sp003-005048_RV_16	तस्मात् पूर्वोक्तमेव विग्रहवाक्यम् न्याय्यम्
sp003-005049_RV_16	खण्डीकृता मनोभवस्य ज्या मौर्वी इव
sp003-005050_RV_16	शुशुभे
sp003-005051_RV_16	मनोज्ञेति
sp003-005052_RV_16	मनोज्ञगन्धमिति सर्वत्र संवध्यते
sp003-005053_RV_16	सहकारभङ्गम् चूतपल्लवखण्डम्
sp003-005054_RV_16	पुराणम् वासितम् शेरते अनेन इति शीधुः पक्वैक्षुरसप्रकृतिकः सुराविशेषः तम्
sp003-005055_RV_16	शीङो धुक् इत्युणादिसूत्रेण शीङ् स्वप्ने इत्यस्माद्धातोः धुक्प्रत्ययः
sp003-005056_RV_16	पक्वैरिक्षुरसैरस्त्री शीधुः पक्वरसस्शिवः इति यादवः
sp003-005057_RV_16	नवम् पाटलायाः पुष्पम् पाटलम् च सम्बध्नता सङ्घट्टयता निदाघावधिना ग्रीष्मकालेन
sp003-005058_RV_16	अवधिस्त्ववधाने स्यात् सीम्नि काले बिलेऽपि च इति विश्वः
sp003-005059_RV_16	कामिजनेषु विषये सर्वे दोषाः तापादयः प्रमृष्टाः परिहृताः
sp003-005060_RV_16	जनस्येति
sp003-005061_RV_16	तस्मिन्समये ग्रीष्मे विगाढे कठिने सति जनस्य द्वौ सविशेषम् सातिशयम् यथा तथा कान्तौ बभूवतुः
sp003-005062_RV_16	कौ द्वौ
sp003-005063_RV_16	तापापनोदे क्षमा योग्य पादयोः अङ्घ्रयोः पादानाम् रश्मीनाम् च सेवा ययोस्तौ
sp003-005064_RV_16	उदयस्थानौ अभ्युदयत्थौ अभ्युदयस्थौ स च नृपतिः शशी च
sp003-005065_RV_16	अथेति
sp003-005066_RV_16	अथ ऊर्मिषु लोलाः सतृष्णाः उन्मदाः राजहंसाः यस्मिन् तस्मिन्
sp003-005067_RV_16	लोलश्चलसतृष्णयोः इत्यमरः
sp003-005068_RV_16	रोधोलतापुष्पाणाम् वहे प्रापके
sp003-005069_RV_16	पचाद्यच्
sp003-005070_RV_16	ग्रीष्मेषु सुखे सुखकरे सरय्वाः अम्भसि पयसि तस्य कुशस्य वनितासखस्य
sp003-005071_RV_16	वनिताभिः सह इत्यर्थः
sp003-005072_RV_16	विहर्तुम् इच्छा बभूव
sp003-005073_RV_16	स इति
sp003-005074_RV_16	चक्रधरप्रभावः विष्णुतेजाः सः कुशः तीरभूमौ विहितोपकार्या यस्यास्ताम्
sp003-005075_RV_16	आनायः जालम् येषाम् अस्तीति आनायिनः जालिकाः
sp003-005076_RV_16	जालमानायः इति निपातः
sp003-005077_RV_16	आनायः पुंसि जालम् स्यात् इत्यमरः
sp003-005078_RV_16	तैः अपकृष्टनक्राम् अपनीतग्राहाम् ताम् सरयूम् श्रीमहिम्नोः
sp003-005079_RV_16	सम्पत्प्रभावयोः अनुरूपम् योग्यम् यथा तथा विगाहितुम् प्रचक्रमे
sp003-005080_RV_16	अत्र कामन्दकः पीरतापिषु वासरेषु पश्यन् तटरेखास्थितमाप्तसैन्यचक्रम्
sp003-005081_RV_16	सुविशोधितनक्रमीनजालम् व्यवगाहेत जलम् सुहृत्समेतः
sp003-005082_RV_16	इति
sp003-005083_RV_16	सेति
sp003-005084_RV_16	सा सरित् सरयूः तीरसोपानपथेन अवतारात् अवतरणात् अन्योन्यम्
sp003-005085_RV_16	केयूरविघट्टिनीभिः सन्नद्धाङ्गदसङ्घर्षिणीभिः सनूपुरक्षोभाणि नूपुरस्खलनानि पदानि
