sp006-000001_GB_00-00	शाङ्करभाष्यम्
sp006-001821_GB_06-14	विगतभीः विगतभयो ब्रह्मचारिव्रते स्थितो ब्रह्मचारिणो व्रतम् ब्रह्मचर्यम्
sp006-001822_GB_06-14	गुरुशुश्रूषाभिक्षाभुक्त्यादि तस्मिन् स्थितः
sp006-001823_GB_06-14	तदनुष्ठाता भवेदित्यर्थः
sp006-001824_GB_06-14	किञ्च मनस्संयम्य मनसो वृत्तिः उपसंहृत्य इति एतत्
sp006-001825_GB_06-14	मच्चित्तो मयि परमेश्वरे चित्तम् यस्य सः अयम् मच्चित्तो
sp006-001826_GB_06-14	युक्तः समाहितः सन् आसीत उपविशेत्
sp006-001827_GB_06-14	मत्परः अहम् परो यस्य सः अयम् मत्परः
sp006-001828_GB_06-14	भवति कश्चित् रागी स्त्रीचित्तो न तु स्त्रियमेव परत्वेन गृह्णाति
sp006-001829_GB_06-14	किम् तर्हि राजानम् महादेवम् वा
sp006-001830_GB_06-14	अयम् तु मच्चित्तो मत्परश्च
sp006-001831_GB_06-15	युञ्जन् समाधानम् कुर्वन् एवम् यतोक्तेन विधानेन सदा आत्मानम् योगी नियतमानसो
sp006-001832_GB_06-15	नियतम् संयतम् मानसम् मनो यस्य सः अयम् नियतमानसः
sp006-001833_GB_06-15	शान्तिम् उपरतिम् निर्वाणपरमाम् निर्वाणम् मोक्षः तत् परमा निष्ठा यस्याः शान्तेः
sp006-001834_GB_06-15	सा निर्वाणपरमा ताम् निर्वाणपरमाम्
sp006-001835_GB_06-15	मत्संस्थाम् मदधीनाम् अधिगच्छति प्राप्नोति
sp006-001836_GB_06-16	न अत्यश्नत आत्मसम्मितम् अन्नपरिमाणम् अतीत्य अश्नतः
sp006-001837_GB_06-16	अत्यश्नतो न योगः अस्ति
sp006-001838_GB_06-16	न च एकान्तम् अनश्नतो योगः अस्ति
sp006-001839_GB_06-16	शतपथब्राह्मणे नव द्वे एक द्वे इति श्रुतेः
sp006-001840_GB_06-16	तस्माद्योगी न आत्मसम्मितात् अन्नात् अधिकम् न्यूनम् वा अश्नीयात्
sp006-001841_GB_06-16	अथवा योगिनो योगशास्त्रे परिपठीतात् अन्नपरिमाणात् अतिमात्रम् अश्नतो योगो नास्ति
sp006-001842_GB_06-16	इत्यादिपरिमाणम्
sp006-001843_GB_06-17	युक्ताहारविहारस्य आह्रियते इति आहारः अन्नम् विहरणम् विहारः पादक्रमः
sp006-001844_GB_06-17	तौ युक्तौ नियतपरिमाणौ यस्य तथा
sp006-001845_GB_06-17	युक्तचेष्टस्य युक्ता नियता चेष्टा यस्य कर्मसु
