sp008-000001_SR_01	स मातुः पार्श्वम् प्राप्तः
sp008-002138_Yugavatara_02	अनन्तरम् अपि कदाचित् शिवराजस्य निष्ठा निकषशिलया उद्घृष्टा जाता
sp008-002139_Yugavatara_02	सा अपि घटना बिजापुरे एव प्रवृत्ता
sp008-002140_Yugavatara_02	कदाचित् शिवराजः नगरसञ्चारार्थम् गतवान् आसीत्
sp008-002141_Yugavatara_02	तदा मार्गे कश्चित् घातकः धेनुम् हन्तुम् खड्गम् गृहीत्वा स्थितवान् तेन दृष्टः
sp008-002142_Yugavatara_02	यावत् सः घातुकः हननम् कर्तुम् खड्गम् उन्नीतवान् तावता शिवराजः तस्य हस्तम् स्वस्य खड्गेन प्रहृत वान् एव
sp008-002143_Yugavatara_02	घातुकस्य हस्तः अधः अपतत्
sp008-002144_Yugavatara_02	गोमाता रक्षिता अभवत्
sp008-002145_Yugavatara_02	मात्रा दिलीपस्य कथा या श्राविता तत्रत्यम् गोग्रहणम् यत् वर्णितम् तत् व्यर्थम् न अभवत्
sp008-002146_Yugavatara_02	बिजापुरे इतः परम् पुत्रस्य स्थितिः क्षेमकरी न इति शहाजिः अवगतवान्
sp008-002147_Yugavatara_02	पुत्रस्य नाडीषु स्पन्दमानम् स्वाभिमानस्य स्वरम् पिता अवगतवान्
sp008-002148_Yugavatara_02	सः सन्तुष्टः अभवत्
sp008-002149_Yugavatara_02	मया यत् साधयितुम् शक्यम् न अभवत् तत् मम पुत्रः यदि साधयिष्यति तर्हि कः दोषः इति चिन्तितवान् सः
sp008-002150_Yugavatara_02	सिंहशावकस्य वर्धनम् स्वतन्त्रवातावरणे भवतु इति उद्देशेन सः निश्चितवान् यत् पुत्रः पुणेनगरम् प्रति प्रेषणीयः इति
sp008-002151_Yugavatara_02	बिजापुरात् अपि पुणे एव प्रशस्तम् स्थानम् इति तस्य अभिमतम् आसीत्
sp008-002152_Yugavatara_02	शिवराजः अपि प्रतीक्षमाणः आसीत् यत् कदा वा बिजापुरस्य त्यागः भवेत् इति
sp008-002153_Yugavatara_02	दासतायाः दुर्गन्धमयम् वातावरणम् सः सोढुम् न शक्तवान्
sp008-002154_Yugavatara_02	शिवराजस्य साहाय्यार्थम् निष्णातैः राजनीतिपटुभिः राजकार्यधुरन्धरैः उपेतम् मन्त्रिमण्डलम् किञ्चन रचयित्वा प्रेषितवान् शहाजिः
sp008-002155_Yugavatara_02	तस्मिन् श्यामराव् नीलकण्ठराञ्झेकरनामकः पेशवा प्रधानः आसीत्
sp008-002156_Yugavatara_02	किन्तु स्वयम् शहाजेः समीपे एव पेशवा न आसीत् इति तु विपर्यासः
sp008-002157_Yugavatara_02	गजान् अश्वान् धनम् कर्तृत्वशालिनः भटान् च स्वीकृत्य पितुः
sp008-002158_Yugavatara_02	वात्सल्यस्य शुभाशंसनानि प्राप्य पुणेनगरम् प्रति प्रस्थितवान् शिवराजः
