sp006-000001_GB_00-00	SANkaraBAzyam
sp006-001898_GB_06-28	yuYjan evam yaToktena krameRa yogI yogAntarAyavarjitaH sadA AtmAnam vigatakalmazo vigatapApaH
sp006-001899_GB_06-28	suKena anAyAsena brahmasaMsparSam brahmaRA pareRa saMsparSo yasya tat brahmasaMsparSam
sp006-001900_GB_06-28	suKam atyantam antam atItya vartate iti atyantam
sp006-001901_GB_06-28	utkfzwam niratiSayam aSnute vyApnoti
sp006-001902_GB_06-29	sarvaBUtasTam sarvezu BUtezu sTitam svam AtmAnam sarvaBUtAni ca Atmani
sp006-001903_GB_06-29	brahmAdIni stambaparyantAni ca sarvaBUtAni Atmani ekatAm gatAni
sp006-001904_GB_06-29	Ikzate paSyati yogayuktAtmA samAhitAntaHkaraRaH
sp006-001905_GB_06-29	sarvatra samadarSanaH sarvezu brahmAdisTAvarAntezu vizamezu sarvaBUtezu samam nirviSezam brahmAtmEkatvavizayam darSanam jYAnam yasya sa sarvatra samadarSanaH
sp006-001906_GB_06-30	yo mAm paSyati vAsudevam sarvasya AtmAnam sarvatra sarvezu BUtezu sarvam ca brahmAdiBUtajAtam mayi sarvAtmani paSyati
sp006-001907_GB_06-30	tasya evam AtmEkatvadarSinaH aham ISvaro na praRaSyAmi na parokzatAm gamizyAmi
sp006-001908_GB_06-30	sa ca me na praRaSyati sa ca vidvAn mama vAsudevasya na praRaSyati na parokzI Bavati
sp006-001909_GB_06-30	tasya ca mama ca ekAtmakatvAt
sp006-001910_GB_06-30	svAtmA hi nAma AtmanaH priya eva Bavati yasmAcca ahameva sarvAtmEkatvadarSI
sp006-001911_GB_06-31	iti etat pUrvaSlokArTam samyagdarSanam anUdya tatPalam mokzaH aBiDIyate
sp006-001912_GB_06-31	sarvaTA sarvaprakArEH vartamAnaH api samyagdarSI yogI mayi vEzRave parame pade vartate
sp006-001913_GB_06-31	nityamukta eva sa na mokzam prati kenacit pratibaDyate ityarTaH
sp006-001914_GB_06-32	Atma upamyena AtmA svayameva upamIyate anayA iti upamA tasyA upamAyA BAva Opamyam tena AtmOpamyena
sp006-001915_GB_06-32	sarvatra sarvaBUtezu samam tulyam paSyati yaH arjuna
sp006-001916_GB_06-32	sa ca kim samam paSyati iti ucyate
sp006-001917_GB_06-32	yaTA mama suKam izwam taTA sarvaprARinAm suKam anukUlam
sp006-001918_GB_06-32	vASabdaH cArTe
sp006-001919_GB_06-32	yadi vA yacca duHKam mama pratikUlam anizwam yaTA taTA sarvaprARinAm duHKam anizwam pratikUlam
sp006-001920_GB_06-32	iti evam AtmOpamyena suKaduHKe anukUlapratikUle tulyatayA sarvaBUtezu samam paSyati
sp006-001921_GB_06-32	na kasyacit pratikUlam Acarati ahiMsaka ityarTaH
sp006-001922_GB_06-32	ya evam ahiMsakaH samyagdarSananizWaH sa yogI parama utkfzwo mataH aBipretaH sarvayoginAm maDye
sp006-001923_GB_06-33	yaH ayam yogaH tvayA proktaH sAmyena samatvena he maDusUdana etasya yogasya aham na paSyAmi na upalaBe
sp006-001924_GB_06-33	caYcalatvAt manasaH kim
sp006-001925_GB_06-33	sTirAm acalAm sTitim prasidDam etat
sp006-001926_GB_06-34	caYcalam hi manaH kfzRa iti kfzateH vileKanArTasya rUpam
sp006-001927_GB_06-34	BaktajanapApAdidozAkarzaRAt kfzRaH
sp006-001928_GB_06-34	na kevalam atyarTam caYcalam pramATi ca pramaTanaSIlam pramaTnAti SarIram indriyARi ca vikzipati paravaSIkaroti
sp006-001929_GB_06-34	kiYca balavat na kenacit niyantum Sakyam
sp006-001930_GB_06-34	kiYca dfQam tantunAgavat acCedyam
sp006-001931_GB_06-34	tasya evamBUtasya manasaH aham nigraham niroDam manye vAyoH iva
sp006-001932_GB_06-34	yaTA vAyoH duzkaro nigrahaH tataH api manaso duzkaram manye iti aBiprAyaH
sp006-001933_GB_06-35	SrIBagavAnuvAca
sp006-001934_GB_06-35	asaMSayam nAsti saMSayo mano durnigraham calam ityatra he mahAbAho
sp006-001935_GB_06-35	kintu aByAsena tu aByAso nAma cittaBUmO kasyAYcit samAnapratyayAvfttiH cittasya
sp006-001936_GB_06-35	vErAgyam nAma dfzwAdfzwezwaBogezu dozadarSanAByAsAt vEtfzRyam
sp006-001937_GB_06-35	tena ca vErAgyeRa gfhyate vikzeparUpaH pracAraH cittasya
sp006-001938_GB_06-35	evam tat mano gfhyate nigfhyate niruDyate ityarTaH
sp006-001939_GB_06-36	asaMyatAtmanA aByAsavErAgyAByAm asaMyata AtmA antaHkaraRam yasya saH ayam asaMyatAtmA
sp006-001940_GB_06-36	tena asaMyatAtmanA yogo duzprApo duHKena prApyate iti me matiH
sp006-001941_GB_06-36	yastu punaH vaSyAtmA aByAsavErAgyAByAm vaSyatvam ApAdita AtmA mano yasya saH ayam vaSyAtmA
sp006-001942_GB_06-36	tena vaSyAtmanA tu yatatA BUyaH api prayatnam kurvatA SakyaH avAptum yoga upAyato yaToktAt upAyAt
sp006-001943_GB_06-37	yogasidDiPalam ca mokzasADanam samyagdarSanam na prAptam
sp006-001944_GB_06-37	iti yogI yogamArgAt maraRakAle calitacitta iti tasya nASamaSaNkya
sp006-001945_GB_06-37	arjuna uvAca
sp006-001946_GB_06-37	ayatiH aprayatnavAn yogamArge SradDayA AstikyabudDyA ca upeto yogAt antakAle api calitam mAnasam mano yasya sa calitamAnaso
sp006-001947_GB_06-37	BrazwasmftiH saH aprApya yogasaMsidDim yogaPalam samyagdarSanam kAm gatim he kfzRa gacCati
sp006-001948_GB_06-38	kaccit kim na uBayaviBrazwaH karmamArgAt yogamArgAcca viBrazwaH san CinnABramiva naSyati
sp006-001949_GB_06-38	kim vA na naSyati apratizWo nirASrayo he mahAbAho vimUQaH san brahmaRaH paTi brahmaprAptimArge
sp006-001950_GB_06-39	etat me mama saMSayam kfzRa cCettum apanetum arhasi aSezataH
sp006-001951_GB_06-39	tvadanyaH tvattaH anya fziH devo vA cCettA nASayitA
sp006-001952_GB_06-39	saMSayasya asya na hi yaH syAt upapadyate samBavati
sp006-001953_GB_06-39	ataH tvameva cCettum arhasi ityarTaH
sp006-001954_GB_06-40	he pArTa na eva iha loke na amutra parasmin vA loke vinASaH tasya vidyate
sp006-001955_GB_06-40	nAsti nASo nAma pUrvasmAt hInajanmaprAptiH sa yogaBrazwasya na asti
sp006-001956_GB_06-40	na hi yasmAt kalyARakft SuBakft kaScit durgatim kutsitAm gatim he tAta
sp006-001957_GB_06-40	tanoti AtmAnam putrarUpeRa iti pitA tAta ucyate
sp006-001958_GB_06-40	pitA eva putra iti putraH api tAta ucyate
sp006-001959_GB_06-40	SizyaH api putra ucyate
sp006-001960_GB_06-41	yogamArge pravfttaH sannyAsI sAmarTyAt prApya gatvA puRyakftAm aSvameDAdiyAjinAm lokAn
sp006-001961_GB_06-41	tatra ca uzitvA vAsam anuBUya SASvatIH nityAH samAH saMvatsarAn
sp006-001962_GB_06-41	tadBogakzaye SucInAm yaToktakAriRAm SrImatAm viBUtimatAm gehe gfhe yogaBrazwaH aBijAyate
sp006-001963_GB_06-42	aTavA SrImatAm kulAt anyasmin yoginAmeva daridrARAm kule Bavati jAyate DImatAm budDimatAm
sp006-001964_GB_06-42	etat hi janma yat daridrARAm yoginAm kule
sp006-001965_GB_06-42	durlaBataram duHKalaByataram pUrvamapekzya loke janma yat IdfSam yaToktaviSezaRe kule
sp006-001966_GB_06-43	tatra yoginAm kule tam budDisaMyogam budDyA saMyogam budDisaMyogam
sp006-001967_GB_06-43	laBate pOrvadehikam pUrvasmin dehe Bavam pOrvadehikam
sp006-001968_GB_06-43	yatate ca prayatnam karoti tataH tasmAt pUrvakftAt saMskArAt
sp006-001969_GB_06-43	BUyo bahutaram saMsidDO saMsidDinimittam he kurunandana
sp006-001970_GB_06-44	yaH pUrvajanmani kftaH aByAsaH sa pUrvAByAsaH
sp006-001971_GB_06-44	tena eva balavatA hriyate hi yasmAt avaSaH api sa yogaBrazwaH
sp006-001972_GB_06-44	na kftam cet yogAByAsa saMskArAt balavattaram aDarmAdilakzaRam karma
sp006-001973_GB_06-44	tadA yogAByAsajanitena saMskAreRa hriyate
sp006-001974_GB_06-44	aDarmaScet balavattaraH kftaH
sp006-001975_GB_06-44	tena yogajaH api saMskAraH aBiBUyate eva
sp006-001976_GB_06-44	tatkzaye tu yogajaH saMskAraH svayameva kAryam AraBate
sp006-001977_GB_06-44	na dIrGakAlasTasyApi vinASaH tasya asti ityarTaH
sp006-001978_GB_06-44	jijYAsuH api yogasya svarUpam jYAtumicCan yogamArge pravfttaH sannyAsI yogaBrazwaH
sp006-001979_GB_06-44	sAmarTyAt saH api Sabdabrahma vedoktakarmAnuzWAnaPalam ativartate apAkarizyati
sp006-001980_GB_06-44	kimuta budDvA yo yogam tannizWaH aByAsam kuryAt
sp006-001981_GB_06-45	tatra yogI vidvAn saMSudDakilbizo viSudDakilbizaH saMSudDapApaH
sp006-001982_GB_06-45	anekezu janmasu kiYcitkiYcit saMskArajAtam upacitya tena upacitena anekajanmakftena saMsidDaH
sp006-001983_GB_06-45	anekajanmasaMsidDaH tato labDasamyagdarSanaH san yAti parAm prakfzwAm gatim
sp006-001984_GB_06-46	tapasviByaH aDiko yogI jYAniByaH api jYAnam atra SAstrapARqityam
sp006-001985_GB_06-46	tadvadByaH api mato jYAtaH aDikaH SrezWa iti
sp006-001986_GB_06-46	karmiByaH agnihotrAdi karma tadvadByaH aDiko yogI viSizwo yasmAt tasmAt yogI Bava arjuna
sp006-001987_GB_06-47	yoginAmapi sarvezAm rudrAdityAdiDyAnaparARAm maDye madgatena mayi vAsudeve samAhitena
sp006-001988_GB_06-47	antarAtmanA antaHkaraRena SradDAvAn SraddaDAnaH san Bajate sevate yo mAm
sp006-001989_GB_06-47	sa me mama yuktatamaH atiSayena yukto mataH aBipreta iti
sp006-001990_GB_07-01	iti praSnabIjam upanyasya svayameva IdfSam madIyam tattvam
sp006-001991_GB_07-01	evam madgatAntarAtmA syAditi etadvivakzuH
sp006-001992_GB_07-01	SrIBagavAnuvAca
sp006-001993_GB_07-01	mayi vakzyamARaviSezaRe parameSvare Asaktam mano yasya sa mayyAsaktamanA
sp006-001994_GB_07-01	he pArTa yogam yuYjan manaHsamADAnam kurvan
sp006-001995_GB_07-01	madASrayaH ahameva parameSvara ASrayo yasya sa madASrayaH
sp006-001996_GB_07-01	yo hi kaScit puruzArTena kenacidarTI Bavati sa tatsADanam karma agnihotrAdi tapo dAnam vA kiYcit ASrayam pratipadyate
sp006-001997_GB_07-01	ayam tu yogI mAmeva ASrayam pratipadyate hitvA anyat sADanAntaram mayi eva AsaktamanA Bavati
sp006-001998_GB_07-01	yastvam evamBUtaH san
sp006-001999_GB_07-01	samastam viBUtibalaSaktyESvaryAdiguRasampannam mAm yaTA yena prakAreRa
sp006-002000_GB_07-01	jYAsyasi saMSayamantareRa evameva BagavAn iti tat SfRu ucyamAnam mayA
sp006-002001_GB_07-02	jYAnam te tuByam aham savijYAnam vijYAnasahitam svAnuBavasaMyuktam idam vakzyAmi kaTayizyAmi aSezataH kAr tsnyena
sp006-002002_GB_07-02	tadjYAnam vivakzitam stOti SrotuH aBimuKIkaraRAya
sp006-002003_GB_07-02	yadjYAtvA yadjYAnam jYAtvA
sp006-002004_GB_07-02	punaH jYAtavya puruzArTasADanam avaSizyate
sp006-002005_GB_07-02	na avaSezo Bavati iti
sp006-002006_GB_07-02	mattattvajYo yaH saH sarvajYo Bavati ityarTaH
sp006-002007_GB_07-02	ato viSizwaPalatvAt durlaBam jYAnam
sp006-002008_GB_07-03	manuzyARAm maDye sahasrezu anekezu kaScit yatati prayatnam karoti sidDaye sidDyarTam
sp006-002009_GB_07-03	tezAm yatatAmapi sidDAnAm sidDA eva hi te ye mokzAya yatante tezAm kaScideva mAm vetti tattvato yaTAvat
sp006-002010_GB_07-04	BUmiH iti pfTivItanmAtramucyate na sTUlA BinnA prakftirazwaDA iti vacanAt
sp006-002011_GB_07-04	taTA abAdayaH api tanmAtrARi eva ucyante
sp006-002012_GB_07-04	ApaH analo vAyuH Kam
sp006-002013_GB_07-04	mana iti manasaH kAraRam ahaNkAro gfhyate
sp006-002014_GB_07-04	budDiH iti ahaNkArakAraRam mahattattvam
sp006-002015_GB_07-04	ahaNkAra iti avidyAsaMyuktam avyaktam
sp006-002016_GB_07-04	yaTA vizasaMyuktam annam vizam ucyate
sp006-002017_GB_07-04	evam ahaNkAravAsanAvat avyaktam mUlakAraRam ahaNkAra iti ucyate
sp006-002018_GB_07-04	pravartakatvAt ahaNkArasya
sp006-002019_GB_07-04	ahaNkAra eva hi sarvasya pravfttibIjam dfzwam loke
sp006-002020_GB_07-04	itIyam yaToktA prakftiH me mama ISvarI mAyASaktiH azwaDA BinnA Bedam AgatA
sp006-002021_GB_07-05	aparA na parA nikfzwA aSudDA anarTakarI saMsArabanDanAtmikA iyam
sp006-002022_GB_07-05	itaH asyA yaToktAyAH tu anyAm viSudDAm prakftim mama AtmaBUtAm vidDi
sp006-002023_GB_07-05	me parAm prakfzwAm jIvaBUtAm kzetrajYalakzaRAm prARaDAraRanimittaBUtAm he mahAbAho
sp006-002024_GB_07-05	yayA prakftyA idam DAryate jagat antaH pravizwayA
sp006-002025_GB_07-06	etadyonIni ete parApare kzetrakzetrajYalakzaRe prakftI yoniH yezAm BUtAnAm tAni etadyonIni
sp006-002026_GB_07-06	BUtAni sarvARi iti evam upaDAraya jAnIhi
sp006-002027_GB_07-06	yasmAt mama prakftI yoniH kAraRam sarvaBUtAnAm
sp006-002028_GB_07-06	ataH aham kftsnasya samastasya jagataH praBava utpattiH pralayo vinASaH taTA
sp006-002029_GB_07-06	prakftidvayadvAreRa aham sarvajYa ISvaro jagataH kAraRam ityarTaH
sp006-002030_GB_07-07	mattaH parameSvarAt parataramanyat kAraRAntaram kiYcit na asti na vidyate
sp006-002031_GB_07-07	ahameva jagatkAraRam ityarTaH
sp006-002032_GB_07-07	he DanaYjaya yasmAt evam tasmAt mayi parameSvare sarvARi BUtAni
sp006-002033_GB_07-07	sarvam idam jagat protam anusyUtam anugatam anuvidDi graTitam ityarTaH
sp006-002034_GB_07-07	dIrGatantuzu pawavat sUtre ca maRigaRA iva
sp006-002035_GB_07-08	rasaH aham apAm yaH sAraH sa rasaH tasmin rasaBUte mayi ApaH protA ityarTaH
sp006-002036_GB_07-08	evam sarvatra
sp006-002037_GB_07-08	yaTA aham apsu rasa evam praBA asmi SaSisUryayoH
sp006-002038_GB_07-08	praRava oNkAraH sarvavedezu tasmin praRavaBUte mayi sarve vedAH protAH
sp006-002039_GB_07-08	taTA Ke AkASe SabdaH sAraBUtaH tasmin mayi Kam protam
sp006-002040_GB_07-08	taTA pOruzam puruzasya BAvo yataH pumbudDiH nfzu tasmin mayi puruzAH protAH
sp006-002041_GB_07-09	puRyaH suraBiH ganDaH pfTivyAm ca aham tasmin mayi ganDaBUte pfTivI protA
sp006-002042_GB_07-09	puRyatvam ganDasya svaBAvata eva pfTivyAm darSitam abAdizu rasAdeH puRyatvopalakzaRArTam
sp006-002043_GB_07-09	apuRyatvam tu ganDAdInAm avidyADarmAdyapekzam saMsAriRAm BUtaviSezasaMsarganimittam Bavati
sp006-002044_GB_07-09	tejo dIptiH ca asmi viBAvasO agnO
sp006-002045_GB_07-09	taTA jIvanam sarvaBUtezu yena jIvanti sarvARi BUtAni tajjIvanam
sp006-002046_GB_07-09	tapaSca asmi tapasvizu tasmin tapasi mayi tapasvinaH protAH
sp006-002047_GB_07-10	bIjam prarohakAraRam mAm vidDi sarvaBUtAnAm he pArTa sanAtanam cirantanam
sp006-002048_GB_07-10	kiYca budDiH vivekaSaktiH antaHkaraRasya budDimatAm vivekaSaktimatAm asmi
sp006-002049_GB_07-10	tejaH prAgalByam tadvatAm tejasvinAm aham
sp006-002050_GB_07-11	balam sAmarTyam ojo balavatAmaham tadbalam ca kAmarAgavivarjitam kAmaSca rAgaSca kAmarAgO
sp006-002051_GB_07-11	kAmaH tfzRA asannikfzwezu vizayezu rAgo raYjanA prAptezu vizayezu
sp006-002052_GB_07-11	tAByAm vivarjitam dehAdiDAraRamAtrArTam balam ahamasmi
sp006-002053_GB_07-11	na tu yat saMsAriRAm tfzRArAgakAraRam
sp006-002054_GB_07-11	kiYca DarmAvirudDo DarmeRa SAstrArTena avirudDo yaH prARizu BUtezu kAmo
sp006-002055_GB_07-11	yaTA dehaDAraRamAtrAdyarTaH aSanapAnAdivizayaH kAmaH asmi he BaratarzaBa
sp006-002056_GB_07-12	ye ca eva sAttvikAH sattvanirvftA BAvAH padArTA rAjasA rajonirvftAH tAmasAH tamonirvftAH ca
sp006-002057_GB_07-12	ye kecit prARinAm svakarmavaSAt jAyante BAvAH
sp006-002058_GB_07-12	tAn matta eva jAyamAnAn iti evam vidDi sarvAn samastAn eva
sp006-002059_GB_07-12	yadyapi te matto jAyante taTApi na tu aham tezu tadaDInaH tadvaSaH yaTA saMsAriRaH
sp006-002060_GB_07-12	te punaH mayi madvaSA madaDInAH
sp006-002061_GB_07-13	saMsAradozabIjapradAhakAraRam mAm na aBijAnAti jagat iti anukroSam darSayati BagavAn
sp006-002062_GB_07-13	tacca kinnimittam jagataH ajYAnam iti ucyate
sp006-002063_GB_07-13	triBiH guRamayEH guRavikArE rAgadvezamohAdiprakArEH BAvEH padArTEH eBiH yaToktEH sarvam idam prARijAtam jagat
sp006-002064_GB_07-13	mohitam avivekitAmApAditam sat na aBijAnAti mAm
sp006-002065_GB_07-13	eByo yaTokteByo guReByaH param vyatiriktam vilakzaRam ca
sp006-002066_GB_07-13	avyayam vyayarahitam janmAdisarvaBAvavikAravarjitam ityarTaH
sp006-002067_GB_07-14	dEvI devasya mama ISvarasya vizRoH svaBUtA hi yasmAt ezA yaToktA guRamayI mama mAyA duratyayA
sp006-002068_GB_07-14	duHKena atyayaH atikramaRam yasyAH sA duratyayA
sp006-002069_GB_07-14	tatra evam sati sarvaDarmAn parityajya mAm eva mAyAvinam svAtmaBUtam
sp006-002070_GB_07-14	sarvAtmanA ye prapadyante te mAyAm etAm sarvaBUtamohinIm taranti atikrAmanti
sp006-002071_GB_07-14	saMsArabanDanAt mucyante ityarTaH
sp006-002072_GB_07-15	kasmAt tvAm eva sarve na prapadyante iti ucyate
sp006-002073_GB_07-15	na mAm parameSvaram duzkftinaH pApakAriRo mUQAH prapadyante narADamA narARAm maDye aDamA nikfzwAH
sp006-002074_GB_07-15	te ca mAyayA apahftajYAnAH sammuzitajYAnA Asuram BAvam hiMsAnftAdilakzaRam ASritAH
sp006-002075_GB_07-16	caturviDAH catuzprakArA Bajante sevante mAm janAH sukftinaH puRyakarmARo he arjuna
sp006-002076_GB_07-16	Arta ArtiparigfhItaH taskaravyAGrarogAdinA aBiBUta Apanno
sp006-002077_GB_07-16	jijYAsuH Bagavattattvam jYAtum icCati yaH
sp006-002078_GB_07-16	arTArTI DanakAmo jYAnI vizRoH tattvavicca he BaratarzaBa
sp006-002079_GB_07-17	tezAm caturRAm maDye jYAnI tattvavit tatvavittvAt nityayukto Bavati ekaBaktiSca
sp006-002080_GB_07-17	anyasya BajanIyasya adarSanAt
sp006-002081_GB_07-17	ataH sa ekaBaktiH viSizyate viSezam ADikyam Apadyate atiricyate ityarTaH
sp006-002082_GB_07-17	priyo hi yasmAt aham AtmA jYAninaH ataH tasya aham atyarTam priyaH
sp006-002083_GB_07-17	prasidDam hi loke AtmA priyo Bavati iti
sp006-002084_GB_07-17	tasmAt jYAninaH AtmatvAt vAsudevaH priyo Bavati ityarTaH
sp006-002085_GB_07-17	sa ca jYAnI mama vAsudevasya AtmA eva iti mama atyarTam priyaH
sp006-002086_GB_07-18	udArA utkfzwAH sarva eva ete trayaH api mama priyA eva ityarTaH
sp006-002087_GB_07-18	na hi kaScit madBakto mama vAsudevasya apriyo Bavati
sp006-002088_GB_07-18	jYAnI tu atyarTam priyo BavatIti viSezaH
sp006-002089_GB_07-18	tat kasmAt iti Aha
sp006-002090_GB_07-18	jYAnI tu AtmA eva na anyo matta iti me mama matam niScayaH
sp006-002091_GB_07-18	AsTita AroQum pravfttaH
sp006-002092_GB_07-18	sa jYAnI hi yasmAt aham eva BagavAn vAsudevo na anyaH asmi iti evam
sp006-002093_GB_07-18	yuktAtmA samAhitacittaH san mAm eva param brahma gantavyam anuttamAm gatim gantum pravftta ityarTaH
sp006-002094_GB_07-19	bahUnAm janmanAm jYAnArTasaMskArASrayARAm ante samAptO jYAnavAn
sp006-002095_GB_07-19	prAptaparipAkajYAno mAm vAsudevam pratyagAtmAnam pratyakzataH prapadyate
sp006-002096_GB_07-19	kaTam vAsudevaH sarvam iti
sp006-002097_GB_07-19	ya evam sarvAtmAnam mAm pratipadyate sa mahAtmA
sp006-002098_GB_07-19	na tatsamaH anyaH asti aDiko vA
sp006-002099_GB_07-19	ataH sudurlaBaH
sp006-002100_GB_07-19	sa manuzyARAm sahasrezu iti uktam
sp006-002101_GB_07-20	kAmEH tEH tEH putrapaSusvargAdivizayEH hftajYAnA apahftavivekavijYAnAH prapadyante anyadevatAH
sp006-002102_GB_07-20	prApnuvanti vAsudevAt AtmanaH anyA devatAH
sp006-002103_GB_07-20	tam tam niyamam devatArADane prasidDo yo yo niyamaH tam tam AsTAya ASritya
sp006-002104_GB_07-20	prakftyA svaBAvena janmAntarArjitasaMskAraviSezeRa niyatA niyamitAH svayA AtmIyayA
sp006-002105_GB_07-21	yaH yaH kAmI yAm yAm devatAtanum SradDayA saMyukto BaktaH ca san arcitum pUjayitum icCati
sp006-002106_GB_07-21	tasya tasya kAminaH acalAm sTirAm SradDAm tAm eva vidaDAmi sTirIkaromi
sp006-002107_GB_07-22	sa tayA madvihitayA SradDayA yuktaH san tasyA devatAtanvA rADanam ArADanam Ihate cezwate
sp006-002108_GB_07-22	laBate ca tataH tasyA ArADitAyA devatAtanvAH kAmAn IpsitAn
sp006-002109_GB_07-22	mayA eva parameSvareRa sarvajYena karmaPalaviBAgajYatayA vihitAn nirmitAn tAn hi
sp006-002110_GB_07-22	yasmAt te BagavatA vihitAH kAmAH tasmAt tAn avaSyam laBate ityarTaH
sp006-002111_GB_07-22	hitAn iti padacCede hitatvam kAmAnAm upacaritam kalpyam
sp006-002112_GB_07-22	na hi kAmA hitAH kasyacit
sp006-002113_GB_07-23	antavat vinASi tu Palam tezAm tat Bavati alpameDasAm alpaprajYAnAm
sp006-002114_GB_07-23	devAndevayajo yAnti devAn yajanta iti devayajaH
sp006-002115_GB_07-23	te devAn yAnti madBaktA yAnti mAm api
sp006-002116_GB_07-23	evam samAne api AyAse mAmeva na prapadyante anantaPalAya
sp006-002117_GB_07-23	aho Kalu kazwam vartante iti anukroDam darSayati BagavAn
sp006-002118_GB_07-24	avyaktam aprakASam vyaktim Apannam prakASam gatam idAnIm manyante mAm nityaprasidDam ISvaram api santam
sp006-002119_GB_07-24	abudDayaH avivekinaH param BAvam paramAtmasvarUpam ajAnantaH avivekino mama
sp006-002120_GB_07-24	avyayam vyayarahitam anuttamam niratiSayam madIyam BAvam ajAnanto manyante ityarTaH
sp006-002121_GB_07-25	na aham prakASaH sarvasya lokasya kezAYcideva madBaktAnAm prakASaH ahamiti aBiprAyaH
sp006-002122_GB_07-25	yogamAyAsamAvfto yogo guRAnAm yuktiH Gawanam sA eva mAyA yogamAyA
sp006-002123_GB_07-25	tayA yogamAyayA samAvftaH saYCannaH ityarTaH
sp006-002124_GB_07-25	ata eva mUQo lokaH ayam na aBijAnAti mAm ajam avyayam
sp006-002125_GB_07-26	na asO yogamAyA madIyA satI mama ISvarasya mAyAvino jYAnam pratibaDnAti
sp006-002126_GB_07-26	yaTA anyasyApi mAyAvino mAyAjYAnam tadvat
sp006-002127_GB_07-26	yata evam ataH
sp006-002128_GB_07-26	aham tu veda jAne samatItAni samatikrAntAni BUtAni
sp006-002129_GB_07-26	vartamAnAni ca arjuna BavizyARi ca BUtAni veda aham
sp006-002130_GB_07-26	mAm tu veda na kaScana madBaktam macCaraRam ekam muktvA
sp006-002131_GB_07-26	mattattvavedanABAvAt eva na mAm Bajate
sp006-002132_GB_07-27	icCAdvezasamutTena icCA ca dvezaSca icCAdvezO
sp006-002133_GB_07-27	tAByAm samuttizWati iti icCAdvezasamutTaH tena icCAdvezasamutTena
sp006-002134_GB_07-27	kena iti viSezApekzAyAm idamAha
sp006-002135_GB_07-27	dvandvamohena dvandvanimitto moho dvandvamohaH
sp006-002136_GB_07-27	tO eva icCAdvezO SItozRavat parasparavirudDO
sp006-002137_GB_07-27	suKaduHKatadDetuvizayO yaTAkAlam sarvaBUtEH sambaDyamAnO dvandvaSabdena aBiDIyete
sp006-002138_GB_07-27	tatra yadA icCAdvezO suKaduHKatadDetusamprAptyA labDAtmakO BavataH
sp006-002139_GB_07-27	tadA tO sarvaBUtAnAm prajYAyAH svavaSApAdanadvAreRa paramArTAtmatattvavizayajYAnotpattibanDakAraRam moham janayataH
sp006-002140_GB_07-27	na hi icCAdvezadozavaSIkftacittasya yaTABUtArTavizayajYAnam utpadyate bahiH api
sp006-002141_GB_07-27	kimu vaktavyam tAByAm AvizwabudDeH sammUQasya pratyagAtmani bahupratibanDe jYAnam ca utpadyate iti
sp006-002142_GB_07-27	ataH tena icCAdvezasamutTena dvandvamohena BArata BaratAnvayaja
sp006-002143_GB_07-27	sarvaBUtAni sammohitAni santi
sp006-002144_GB_07-27	sammoha sammUQatAm sarge janmani utpattikAle iti etat yAnti gacCanti he parantapa
sp006-002145_GB_07-27	mohavaSAni eva sarvaBUtAni jAyamAnAni jAyante iti aBiprAyaH
sp006-002146_GB_07-27	yata evam ataH tena dvandvamohena pratibadDaprajYAnAni sarvaBUtAni sammohitAni mAm AtmaBUtam na jAnanti
sp006-002147_GB_07-27	ata eva AtmaBAvena mAm na Bajante
sp006-002148_GB_07-28	yezAm tu punaH antagatam samAptaprAyam kzIRam pApam janAnAm puRyakarmaRAm puRyam karma
sp006-002149_GB_07-28	yezAm sattvaSudDikAraRam vidyate te puRyakarmARaH tezAm puRyakarmaRAm
sp006-002150_GB_07-28	te dvandvamohanirmuktA yaToktena dvandvamohena nirmuktA Bajante mAm paramAtmAnam dfQavratAH
sp006-002151_GB_07-28	evameva paramArTatattvam nAnyaTA iti evam niScitavijYAnA dfQavratA ucyante
sp006-002152_GB_07-29	jarAmaraRamokzAya jarAmaraRamokzArTam mAm parameSvaram ASritya matsamAhitacittAH santo yatanti prayatante
sp006-002153_GB_07-29	ye te yat brahma param tadviduH kftsnam samastam aDyAtmam pratyagAtmavizayam vastu tadviduH
sp006-002154_GB_07-29	karma ca aKilam samastam viduH
sp006-002155_GB_07-30	sADiBUtADidEvam aDiBUtam ca aDidEvam ca aDiBUtADidEvam
sp006-002156_GB_07-30	saha aDiBUtADidEvena sADiBUtADidEvam ca
sp006-002157_GB_07-30	mAm ye viduH sADiyajYam ca saha aDiyajYena sADiyajYam ye viduH
sp006-002158_GB_07-30	prayARakAle api ca maraRakAle api ca mAm te viduH yuktacetasaH samAhitacittA iti
sp006-002159_GB_07-30	iti SrImahABArate SatasAhasryAm saMhitAyAm vEyAsikyAm BIzmaparvaRi
sp006-002160_GB_07-30	SrImadBagavadgItAsu upanizatsu brahmavidyAyAm yogaSAstre SrIkfzRArjunasaMvAde jYAnavijYAnayogo nAma saptamoऽDyAyaH
